"Instrument","InstrumentSub","Sector","Periode","waarde"
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-06",2.58
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-07",2.6
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-08",2.53
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-09",2.49
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-10",2.41
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-11",2.38
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2016-12",2.34
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-01",2.33
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-02",2.36
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-03",2.39
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-04",2.42
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-05",2.4
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-06",2.42
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-07",2.47
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-08",2.43
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-09",2.43
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-10",2.41
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-11",2.42
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2017-12",2.4
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-01",2.35
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-02",2.38
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-03",2.38
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-04",2.39
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-05",2.4
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-06",2.39
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-07",2.39
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-08",2.37
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-09",2.37
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-10",2.36
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-11",2.37
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2018-12",2.38
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-01",2.38
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-02",2.39
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-03",2.37
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-04",2.32
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-05",2.28
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-06",2.25
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-07",2.21
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-08",2.17
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-09",2.12
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-10",2.01
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-11",1.92
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2019-12",1.88
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-01",1.85
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-02",1.82
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-03",1.77
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-04",1.75
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-05",1.77
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-06",1.79
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-07",1.81
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-08",1.84
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-09",1.85
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-10",1.84
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-11",1.82
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2020-12",1.8
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-01",1.74
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-02",1.69
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-03",1.66
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-04",1.62
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-05",1.62
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-06",1.61
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-07",1.62
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-08",1.61
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-09",1.6
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-10",1.6
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-11",1.62
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2021-12",1.6
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-01",1.63
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-02",1.64
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-03",1.69
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-04",1.81
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-05",1.99
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-06",2.2
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-07",2.44
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-08",2.7
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-09",2.9
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-10",3.11
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-11",3.33
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2022-12",3.52
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-01",3.66
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-02",3.69
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-03",3.83
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-04",3.87
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-05",3.92
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-06",4.07
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-07",4.08
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-08",4.1
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-09",4.16
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-10",4.19
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-11",4.26
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2023-12",4.27
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-01",4.2
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-02",4.07
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-03",4
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-04",3.95
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-05",3.91
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-06",3.9
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-07",3.97
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-08",3.96
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-09",3.95
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-10",3.87
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-11",3.78
"Woninghypotheken ","Rente op zuiver nieuwe leningen (d.w.z. exclusief heronderhandelingen) (percentages) ","Huishoudens ","2024-12",3.73
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1956-12",485
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-01",483
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-02",490
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-03",497
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-04",502
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-05",510
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-06",513
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-07",517
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-08",519
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-09",522
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-10",526
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-11",530
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1957-12",527
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-01",529
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-02",531
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-03",533
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-04",537
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-05",543
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-06",544
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-07",550
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-08",556
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-09",563
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-10",573
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-11",580
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1958-12",579
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-01",585
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-02",591
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-03",603
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-04",612
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-05",625
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-06",636
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-07",647
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-08",658
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-09",671
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-10",685
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-11",698
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1959-12",700
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1960-01",709
"Woninghypotheken ","Uitstaande bedragen (mln euro's) ","Huishoudens ","1960-02",720
